Gene	SJMMALZ058765_G1	SJMMALZ058766_G1	SJMMALZ058768_G1	SJMMALZ058769_G1	SJMMALZ058771_G1	SJMMALZ058772_G1	SJMMALZ058773_G1	SJMMALZ058774_G1	SJMMALZ058775_G1	SJMMALZ058776_G1	SJMMALZ058778_G1	SJMMALZ058779_G1	SJMMALZ058780_G1	SJMMALZ058781_G1	SJMMALZ058782_G1
ENSMUSG00000005897	1900	1927	2403	2112	1343	1773	1408	1770	1996	2643	1079	2426	1928	2133	1114
ENSMUSG00000005891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005893	6899	8050	8827	5141	5789	7845	4859	8976	9200	12722	4120	6819	6277	9653	2165
ENSMUSG00000005892	174	150	139	300	86	445	128	116	671	226	122	440	95	116	76
ENSMUSG00000082306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082305	131	271	207	509	81	160	261	114	171	346	177	257	169	209	139
ENSMUSG00000082308	0	0	0	2	1	0	1	2	2	7	0	2	9	4	2
ENSMUSG00000049122	806	866	1351	1167	667	992	771	879	944	1678	625	901	796	943	580
ENSMUSG00000082307	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0
ENSMUSG00000049123	19	34	18	76	16	17	32	6	14	44	37	42	22	28	5
ENSMUSG00000082309	1	0	0	3	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000049128	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000082302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049124	607	821	852	1038	453	635	556	647	830	1067	555	987	618	709	433
ENSMUSG00000082301	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082304	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000082303	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000005886	15179	15743	18547	14434	11424	14784	10952	16039	16854	21953	9244	16739	14268	17335	7017
ENSMUSG00000005883	127	77	143	143	52	124	27	24	136	83	58	99	84	77	60
ENSMUSG00000005882	8170	8673	10303	9750	6416	8069	7246	8039	8482	10750	5671	9512	7959	8245	5718
ENSMUSG00000005881	11533	12727	14332	18066	7995	10867	10056	10698	14554	18438	9265	16768	12169	12780	7765
ENSMUSG00000049152	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082319	897	1186	1322	1208	616	872	740	848	975	1307	719	1092	867	924	552
ENSMUSG00000082318	0	0	0	1	0	0	4	0	4	0	0	0	0	0	0
ENSMUSG00000082317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049154	87	254	238	235	86	119	156	45	219	197	122	276	117	121	106
ENSMUSG00000082315	0	0	0	1	7	0	0	0	1	6	0	1	4	0	1
ENSMUSG00000082314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082313	10	21	20	18	15	21	7	11	5	23	24	10	15	8	6
ENSMUSG00000082312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082310	2	18	4	23	9	6	12	17	6	17	0	16	19	9	5
ENSMUSG00000012296	3835	3684	3726	5896	2286	3067	3852	3116	3968	5547	2542	5049	3718	4282	2553
ENSMUSG00000019647	4739	4125	4583	5396	2940	4354	4664	4259	6169	6551	2725	6137	3934	5080	2990
ENSMUSG00000082328	16	14	5	22	9	1	14	15	9	21	16	9	15	9	7
ENSMUSG00000082327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082329	1348	1753	1844	1844	963	1375	1033	1105	1328	1743	1066	1503	1218	1265	878
ENSMUSG00000082324	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082323	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000082326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049148	3	5	8	18	4	15	8	29	54	60	9	15	12	82	5
ENSMUSG00000082325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049149	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000082320	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000082322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082321	455	455	501	410	291	405	351	357	423	565	257	492	416	413	254
ENSMUSG00000019659	3497	3310	3504	4843	2373	3371	2940	3141	3737	5155	2235	4486	3096	3400	2302
ENSMUSG00000086828	0	1	6	1	1	1	1	0	6	0	0	4	0	0	0
ENSMUSG00000086826	234	227	335	422	187	217	336	201	323	508	205	408	283	352	163
ENSMUSG00000086827	44	38	42	30	21	16	32	33	31	55	31	42	23	40	8
ENSMUSG00000086820	32	26	41	58	22	13	22	31	73	53	39	32	45	51	20
ENSMUSG00000086821	3	1	0	0	0	0	1	0	2	3	0	2	0	4	1
ENSMUSG00000086824	0	0	1	1	4	0	0	1	3	0	0	4	0	0	0
ENSMUSG00000086825	158	147	213	183	67	125	103	94	168	164	94	141	75	77	62
ENSMUSG00000086822	221	551	417	539	236	236	248	158	334	421	250	352	287	244	200
ENSMUSG00000086823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020305	1721	2031	2213	2262	1204	1675	1410	1541	2061	2632	1287	2228	1664	2117	1146
ENSMUSG00000020307	5297	4963	5328	7021	3139	4535	4083	4325	4766	6571	3246	5963	4525	4202	3074
ENSMUSG00000020308	4365	4013	4335	5497	2835	3817	3220	3991	3902	5876	3181	4795	3579	3578	2752
ENSMUSG00000020303	365	318	361	409	256	246	223	327	315	483	173	457	323	343	261
ENSMUSG00000020309	1350	1696	2008	1629	972	1327	1288	1149	1503	1734	995	1578	1157	1327	980
ENSMUSG00000086815	20	55	50	68	38	47	42	38	53	73	40	45	56	39	15
ENSMUSG00000086816	0	0	4	2	0	6	0	10	2	2	3	3	0	5	3
ENSMUSG00000086817	0	0	1	1	0	4	0	0	0	0	1	1	0	0	0
ENSMUSG00000086818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086819	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000020300	17477	18442	22646	17914	13025	17734	12893	18523	20837	27268	10536	18646	14110	19880	8738
ENSMUSG00000086810	141	256	348	497	180	208	234	204	376	396	161	399	211	296	90
ENSMUSG00000070025	2530	3061	3356	3700	1789	2430	2188	2462	2667	3886	1999	3328	2895	2895	1993
ENSMUSG00000086812	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086813	2	4	4	4	1	0	1	2	15	15	0	13	5	13	4
ENSMUSG00000086814	2	10	8	13	6	0	18	0	4	18	6	5	5	0	5
ENSMUSG00000049109	1	2	2	13	4	3	5	6	8	29	1	21	15	25	1
ENSMUSG00000049107	77	147	121	292	59	65	104	63	136	106	114	126	110	111	38
ENSMUSG00000049106	18714	23432	24537	24365	14202	18263	15799	16270	16469	24810	13335	19387	17670	16900	12577
ENSMUSG00000086848	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049103	43	35	94	63	15	29	27	25	36	80	15	96	36	49	19
ENSMUSG00000086849	0	2	0	2	0	0	2	1	2	5	0	0	2	0	2
ENSMUSG00000086846	79	46	74	62	18	21	48	61	35	68	43	59	58	28	30
ENSMUSG00000086847	0	1	1	0	0	1	0	0	0	2	0	4	0	2	1
ENSMUSG00000049100	29908	40362	34997	38447	20151	34463	25727	21872	25509	43343	26533	30575	22602	23171	18358
ENSMUSG00000086844	347	90	237	194	231	336	522	399	929	655	142	1039	591	780	271
ENSMUSG00000086845	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000086842	3	6	4	2	0	4	1	0	1	9	3	1	1	1	1
ENSMUSG00000086843	242	342	294	489	121	147	183	102	221	292	205	142	130	200	106
ENSMUSG00000086840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086841	1542	1561	2080	1906	1093	1444	1514	1693	2070	2768	1048	2841	1679	2082	980
ENSMUSG00000049119	5217	5555	5653	6875	3190	3917	3709	3610	4528	5199	3499	5404	4335	3711	2631
ENSMUSG00000086837	124	68	108	155	55	95	66	88	63	96	45	104	65	67	44
ENSMUSG00000086838	3	1	3	0	3	1	9	0	4	2	0	1	0	10	1
ENSMUSG00000086839	28	61	65	52	34	30	43	26	63	59	33	53	35	31	18
ENSMUSG00000049115	154	64	108	72	98	69	65	67	74	114	35	111	109	62	55
ENSMUSG00000086833	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070002	4078	4157	5011	6119	2673	3526	4014	3727	3921	5911	2805	4854	4196	4344	2856
ENSMUSG00000086834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086835	0	4	11	0	5	0	2	2	0	0	0	1	1	4	2
ENSMUSG00000049112	946	1178	1156	1740	513	726	785	817	984	1248	1018	1058	689	886	470
ENSMUSG00000070000	22566	20816	23884	28202	13500	17486	17534	18628	17850	27421	16149	20345	17601	15714	12419
ENSMUSG00000086836	3	11	6	7	7	9	1	9	0	3	0	2	0	0	1
ENSMUSG00000086830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086831	0	2	2	0	0	0	5	1	2	1	0	1	0	0	2
ENSMUSG00000086832	14	8	37	13	10	6	16	2	6	23	6	21	2	4	3
ENSMUSG00000070003	13924	13144	14181	20759	8512	11364	11111	11967	12231	18338	8658	15767	11541	11623	8447
ENSMUSG00000086860	1	2	2	0	0	10	3	1	1	9	1	5	1	0	0
ENSMUSG00000086861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086865	0	0	3	0	0	2	0	0	0	4	2	0	0	2	8
ENSMUSG00000086864	30	16	19	45	16	10	10	10	21	43	14	45	28	24	14
ENSMUSG00000086863	0	3	1	0	0	1	2	1	2	0	0	0	2	0	0
ENSMUSG00000086862	1	4	4	0	0	0	9	5	7	0	2	3	0	2	0
ENSMUSG00000086869	218	174	184	217	88	133	161	139	206	321	87	211	170	163	89
ENSMUSG00000086868	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0
ENSMUSG00000086867	1	3	6	2	0	1	6	5	8	8	2	3	1	1	0
ENSMUSG00000070056	8886	10842	11059	11975	6615	7986	7666	8449	8307	13418	6518	10273	8338	8790	6272
ENSMUSG00000086866	1	6	1	3	1	0	0	0	7	16	5	9	16	3	2
ENSMUSG00000070063	44	28	19	64	13	36	54	34	33	76	13	47	37	66	12
ENSMUSG00000070060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086850	7	10	32	18	3	22	12	12	16	35	7	8	1	2	25
ENSMUSG00000086852	2	0	0	0	0	1	0	0	1	5	1	1	0	0	0
ENSMUSG00000086851	349	303	460	316	305	380	253	368	379	479	187	391	328	336	209
ENSMUSG00000086854	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0
ENSMUSG00000086853	4	1	1	0	0	4	1	0	0	3	0	0	0	3	4
ENSMUSG00000086856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086855	140	163	147	148	48	101	81	89	98	164	50	119	76	116	39
ENSMUSG00000086858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070065	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000086857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086859	1146	1066	1500	1883	941	1339	1286	1361	1837	2124	998	1763	1278	1438	990
ENSMUSG00000086882	0	2	5	0	1	0	6	4	12	2	0	5	2	0	2
ENSMUSG00000086883	0	1	1	0	0	1	0	0	7	2	1	0	0	0	3
ENSMUSG00000086880	35	78	121	130	63	72	42	48	66	111	51	47	59	48	57
ENSMUSG00000086881	1	5	0	9	2	3	2	4	17	6	0	7	3	0	4
ENSMUSG00000070031	315	274	413	362	181	239	297	372	435	637	264	592	415	440	215
ENSMUSG00000093206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086889	372	289	450	414	258	311	274	392	424	590	218	378	324	350	206
ENSMUSG00000070034	343	306	514	513	165	255	291	464	819	1579	261	1173	790	1125	204
ENSMUSG00000093209	55	62	77	93	34	74	67	49	49	58	35	84	49	53	31
ENSMUSG00000086888	120	91	131	183	112	161	136	122	148	178	96	195	101	130	78
ENSMUSG00000061882	512	423	677	824	372	558	557	599	777	1165	284	747	522	562	272
ENSMUSG00000070035	2341	2377	2610	2510	1497	2031	1743	1951	1941	3026	1429	2258	2127	2397	1155
ENSMUSG00000086887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061887	20886	26636	26594	38270	15364	19977	21199	16174	18302	28946	16481	23475	22101	20144	14804
ENSMUSG00000086886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086885	6	17	15	15	8	6	5	4	16	15	0	15	4	2	7
ENSMUSG00000086884	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093200	2	15	0	1	0	4	14	3	4	15	6	13	7	2	2
ENSMUSG00000093201	1	1	0	0	1	1	0	0	2	3	1	3	1	0	1
ENSMUSG00000093202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093203	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093204	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ENSMUSG00000093205	1	1	2	1	2	1	6	4	2	1	1	1	5	0	1
ENSMUSG00000086870	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ENSMUSG00000086871	20	27	18	7	22	38	39	46	62	59	20	71	27	55	32
ENSMUSG00000086872	0	1	0	0	0	0	2	0	1	0	0	8	1	2	0
ENSMUSG00000093219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086878	140238	154625	186386	224593	106013	131349	146314	139460	133960	191658	109211	132971	123798	148362	92840
ENSMUSG00000086877	1013	1090	1295	1435	802	1024	916	770	1179	1473	752	1281	1052	1000	611
ENSMUSG00000093217	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061894	1146	1435	1359	1947	894	1098	1253	910	1119	1801	981	1475	1187	1359	733
ENSMUSG00000093218	0	1	3	5	1	0	1	4	7	2	1	2	2	1	1
ENSMUSG00000086879	0	6	0	2	0	0	0	3	0	3	0	0	0	0	0
ENSMUSG00000070044	5606	6694	7264	9094	3787	5169	4873	4415	5537	7740	4337	4977	4941	4227	3226
ENSMUSG00000086874	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000086873	205	205	197	264	143	248	164	204	239	331	124	191	190	185	81
ENSMUSG00000061897	243	306	299	309	215	245	239	176	351	352	149	275	232	237	170
ENSMUSG00000086876	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0
ENSMUSG00000061898	2396	2091	2913	2668	1557	2128	1822	2121	2394	3050	1399	2709	2161	2246	1201
ENSMUSG00000070047	12003	10280	12057	12209	6216	10553	8442	9338	11739	13869	6700	12886	9844	11053	5816
ENSMUSG00000086875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093216	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093213	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000093214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093227	0	1	0	3	0	1	0	0	0	2	1	0	0	0	1
ENSMUSG00000093226	123	126	204	178	113	158	181	208	261	345	82	185	128	274	51
ENSMUSG00000093225	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000093224	2	0	2	0	0	0	1	0	0	2	0	0	2	1	3
ENSMUSG00000093223	6	0	1	3	0	0	0	8	0	0	1	1	0	1	0
ENSMUSG00000093222	2	0	0	0	0	0	0	0	4	2	0	0	4	2	1
ENSMUSG00000093221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061869	2	8	7	12	1	4	5	19	21	15	11	12	13	28	3
ENSMUSG00000020375	4688	5120	6211	6230	3480	4573	4520	5003	5927	6943	3231	6264	4634	6060	3493
ENSMUSG00000061864	1481	1426	1518	1123	1031	1559	1103	1500	1286	1809	815	1427	1332	1476	671
ENSMUSG00000020374	5957	7662	8021	9067	4355	6599	4938	5110	5412	8078	5793	6467	4139	3388	3994
ENSMUSG00000061863	10	4	23	2	9	10	8	11	1	7	2	9	1	2	1
ENSMUSG00000020377	170	122	188	192	57	127	123	190	532	414	102	308	158	208	66
ENSMUSG00000020376	6076	6793	8264	6708	4968	6553	6097	6282	8318	10610	3985	9671	6562	8426	4069
ENSMUSG00000056423	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00000093228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020372	22669	22044	27977	32005	14880	19112	20068	22333	26621	40226	16177	33439	23315	26846	14180
ENSMUSG00000056429	21578	24240	26612	24851	14913	22220	16306	20673	28812	33597	14303	28443	21630	26988	12553
ENSMUSG00000056426	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000056427	5867	7602	7528	6820	4105	4986	4218	4122	5959	7042	4276	5525	5635	5490	3440
ENSMUSG00000093236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020380	2047	2619	3027	2952	1998	2751	2072	2577	2902	4064	1843	3103	2201	2945	1432
ENSMUSG00000093235	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000093238	8	11	21	26	13	16	19	18	20	21	10	10	17	6	6
ENSMUSG00000093237	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000093232	40	26	43	35	22	39	22	26	48	58	24	28	51	33	17
ENSMUSG00000093231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054191	26	9	27	29	10	25	20	35	14	36	7	27	19	24	10
ENSMUSG00000093234	3	3	1	1	0	0	8	0	0	3	0	0	0	3	2
ENSMUSG00000093233	18	10	30	33	14	23	23	28	27	45	4	17	24	24	23
ENSMUSG00000061878	891	1098	980	1503	444	681	512	689	626	911	488	978	1010	937	564
ENSMUSG00000020388	921	931	1029	1425	448	750	821	1045	1661	2037	645	2041	1164	2310	547
ENSMUSG00000054196	1307	966	1382	1176	704	1051	895	1171	775	1456	734	1196	1115	1140	798
ENSMUSG00000056413	34660	38249	40891	47804	24540	30454	30071	32325	29569	43485	24698	35222	31096	30408	22753
ENSMUSG00000061877	3	6	0	2	3	4	7	8	1	2	6	9	4	1	0
ENSMUSG00000020387	15776	22038	18243	23459	11647	13091	15708	12366	12023	21745	12952	19571	19125	17751	12092
ENSMUSG00000056412	982	847	1059	1423	555	863	699	847	1085	1303	638	1219	905	1024	681
ENSMUSG00000020386	6335	6535	8030	8139	4067	5657	5347	5628	6531	8462	4265	7354	5928	6179	4175
ENSMUSG00000056411	89	67	127	67	60	104	62	93	40	68	42	98	42	46	46
ENSMUSG00000061875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020385	9641	11316	12465	15756	6115	8899	11081	8990	10906	15948	7344	14582	9076	12957	6669
ENSMUSG00000093239	1	0	1	0	0	0	5	1	2	2	0	2	1	1	0
ENSMUSG00000020383	2	5	3	8	6	1	2	2	0	0	4	5	3	10	0
ENSMUSG00000054199	14213	14661	17922	17827	10065	12965	12689	12967	13575	18894	9848	14396	13259	13974	9218
ENSMUSG00000020381	609	590	706	619	403	616	509	540	531	746	385	484	501	566	415
ENSMUSG00000015149	19784	17867	20804	23091	12425	16165	18094	18403	23096	31089	10918	30096	19283	25639	12722
ENSMUSG00000056418	39	49	76	54	35	46	64	53	107	135	41	110	77	113	30
ENSMUSG00000020389	1416	1655	2018	1896	1160	1468	1242	1160	1417	2073	1202	1745	1452	1509	996
ENSMUSG00000093230	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000015143	22991	23184	22778	26698	11187	15950	14136	13315	16854	21692	12440	19594	14701	13921	11257
ENSMUSG00000093245	29	42	74	54	44	38	64	51	66	67	43	51	35	44	18
ENSMUSG00000093244	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000061845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061848	133	91	146	197	93	92	90	199	190	281	103	234	166	154	87
ENSMUSG00000093242	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0
ENSMUSG00000061847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093249	0	0	0	1	0	0	0	1	2	0	0	4	1	0	1
ENSMUSG00000093248	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000093247	1	0	2	1	6	6	0	1	4	1	0	7	0	7	0
ENSMUSG00000093246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020354	53	84	45	83	20	85	22	23	41	95	43	71	33	36	23
ENSMUSG00000056445	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000061843	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000020357	925	821	941	1210	514	711	738	617	746	988	483	955	872	748	453
ENSMUSG00000020358	7093	7815	9315	9496	5423	7181	6444	7339	8799	10030	4796	9080	6932	7301	4750
ENSMUSG00000020359	1773	1682	2158	2424	1130	1508	1520	1437	2099	2676	1167	2085	1446	1798	937
ENSMUSG00000015134	202	980	493	1564	252	251	306	161	86	429	214	387	313	253	181
ENSMUSG00000093240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015133	1328	1464	1455	2025	521	874	739	798	1264	1974	826	2180	1772	1865	889
ENSMUSG00000093241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061859	1746	1129	1428	1241	770	1599	1158	1585	2262	1970	1235	1518	984	1310	696
ENSMUSG00000093253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093256	3	3	7	0	4	4	0	9	9	9	0	2	1	10	0
ENSMUSG00000093255	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000093258	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000093257	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000093259	4	1	6	0	0	0	0	0	2	4	0	1	8	5	1
ENSMUSG00000020362	6755	7508	8722	8415	4736	6372	5943	6047	8091	9933	4592	8152	6186	7590	3951
ENSMUSG00000020361	42633	48525	52789	47043	30509	42620	31839	39914	45549	57871	28300	47942	40587	40709	24276
ENSMUSG00000020366	44806	45840	55704	43228	34951	44859	35805	49121	42367	60412	29121	43444	41025	43995	27449
ENSMUSG00000020364	1525	1497	1849	1810	1074	1503	1403	1090	1568	2003	956	1893	1037	1390	1099
ENSMUSG00000020363	1692	1046	2339	1576	1215	2072	1321	2276	2060	3057	892	1840	1436	1800	978
ENSMUSG00000061852	3	0	1	0	1	0	0	0	5	7	0	7	0	2	0
ENSMUSG00000015126	2370	2324	2760	3625	1715	2297	2164	2230	2548	3428	1694	2869	2151	2291	1385
ENSMUSG00000056436	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020368	55256	62464	69134	67612	36573	52169	44116	49162	64617	79574	35800	70696	51241	57519	32612
ENSMUSG00000015127	8316	9994	10279	11278	6063	8048	7594	8015	8172	12142	6269	10090	8083	8571	5952
ENSMUSG00000015120	12971	12889	14994	16821	8271	11254	10789	10875	12868	17080	8616	14477	11231	12003	7714
ENSMUSG00000093250	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000093251	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027485	18	13	23	79	10	15	20	3	15	36	17	31	15	22	7
ENSMUSG00000020330	172	139	223	96	110	156	124	207	156	164	24	148	78	105	122
ENSMUSG00000020331	22962	17905	24150	24023	15804	19383	21022	26599	20616	31149	14815	24810	20838	21701	15208
ENSMUSG00000054165	396	539	445	517	222	340	374	184	308	467	304	412	309	376	227
ENSMUSG00000027483	21	64	15	12	0	11	0	3	3	14	1	68	1	1	1
ENSMUSG00000020332	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000054162	20444	9202	12786	8608	7431	10383	8986	12044	15567	13757	6889	19224	9391	13318	7062
ENSMUSG00000027484	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000020333	37957	33837	42535	40929	25159	33421	29943	38364	34482	50952	22573	38527	35240	37648	20534
ENSMUSG00000027481	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000027482	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054169	0	0	4	0	0	0	1	0	12	0	0	5	0	0	0
ENSMUSG00000027480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093269	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027489	11664	11206	13686	12688	7576	10917	10073	12647	10884	15804	8050	12574	10505	10664	7628
ENSMUSG00000054160	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093267	10	1	5	11	3	9	7	6	10	2	4	11	4	7	5
ENSMUSG00000054161	15	19	16	39	10	8	25	15	11	31	27	16	22	8	11
ENSMUSG00000093264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027487	1132	1374	1391	1539	705	1044	828	809	1277	1667	703	1165	867	1084	727
ENSMUSG00000061825	1	1	0	5	0	2	1	1	0	1	0	6	0	0	0
ENSMUSG00000093265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027488	4200	5312	5066	7056	2456	3500	3612	3597	4941	5905	3116	5311	4200	4367	2810
ENSMUSG00000093263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093262	9	11	15	30	8	24	8	14	7	6	12	12	6	12	4
ENSMUSG00000093261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020335	505	661	702	672	383	561	374	499	606	877	412	796	510	599	399
